"movie_id","director_id"
"8845","20"
"10808","20"
"11330","20"
"11725","20"
"11910","20"
"12908","20"
"13920","20"
"14811","20"
"15092","20"
"15132","20"
"18245","20"
"22074","20"
"25752","20"
"27928","20"
"32662","20"
"33341","20"
"37817","20"
"42827","20"
"47095","20"
"50369","20"
"52447","20"
"20","21"
"165","21"
"168","21"
"173","21"
"175","21"
"177","21"
"1922","21"
"2039","21"
"2126","21"
"3130","21"
"3372","21"
"4256","21"
"4274","21"
"20853","21"
"39598","21"
"51638","21"
"21","22"
"32","22"
"33","22"
"37","22"
"231","22"
"473","22"
"694","22"
"1458","22"
"1473","22"
"1798","22"
"2198","22"
"2781","22"
"2782","22"
"2796","22"
"3350","22"
"3628","22"
"4743","22"
"8272","22"
"13839","22"
"22487","22"
"29757","22"
"30978","22"
"35852","22"
"39565","22"
"44521","22"
"47258","22"
"56806","22"
"22","23"
"24833","23"
"54690","23"
"54972","23"
"58582","23"
"58995","23"
"59627","23"
"61184","23"
"61923","23"
"62509","23"
"63147","23"
"23","24"
"214","24"
"299","24"
"1682","24"
"2430","24"
"12821","24"
"24274","24"
"27837","24"
"28457","24"
"33367","24"
"35156","24"
"38111","24"
"59873","24"
"24","25"
"315","25"
"316","25"
"684","25"
"1000","25"
"11518","25"
"12168","25"
"14216","25"
"30039","25"
"35170","25"
"55273","25"
"26","26"
"27","26"
"596","26"
"753","26"
"1010","26"
"1176","26"
"1317","26"
"2681","26"
"2827","26"
"11518","26"
"14800","26"
"14993","26"
"23509","26"
"27848","26"
"35000","26"
"58478","26"
"61298","26"
"28","27"
"134","27"
"182","27"
"249","27"
"403","27"
"475","27"
"626","27"
"645","27"
"647","27"
"1422","27"
"29","28"
"35","28"
"124","28"
"499","28"
"969","28"
"1572","28"
"2168","28"
"4090","28"
"27732","28"
"27842","28"
"36202","28"
"30","29"
"63","29"
"96","29"
"161","29"
"191","29"
"1494","29"
"1516","29"
"1545","29"
"2186","29"
"2204","29"
"2205","29"
"2206","29"
"18172","29"
"23181","29"
"27100","29"
"37785","29"
"48034","29"
"54927","29"
"57201","29"
"61191","29"
"62826","29"
"31","30"
"1014","30"
"1129","30"
"2460","30"
"3785","30"
"3831","30"
"4259","30"
"18571","30"
"21584","30"
"33564","30"
"34","31"
"23269","31"
"29538","31"
"35718","31"
"36540","31"
"39025","31"
"57590","31"
"36","32"
"1140","32"
"1141","32"
"1342","32"
"1454","32"
"1738","32"
"3916","32"
"8197","32"
"12047","32"
"20433","32"
"34026","32"
"37996","32"
"39344","32"
"38","33"
"394","33"
"2169","33"
"18504","33"
"25676","33"
"30790","33"
"30791","33"
"35199","33"
"36280","33"
"58798","33"
"39","34"
"40","34"
"41","34"
"13715","34"
"20122","34"
"61066","34"
"42","35"
"52","35"
"54","35"
"56","35"
"129","35"
"158","35"
"234","35"
"235","35"
"286","35"
"384","35"
"397","35"
"411","35"
"438","35"
"443","35"
"560","35"
"574","35"
"590","35"
"3968","35"
"4209","35"
"6609","35"
"16987","35"
"19909","35"
"34352","35"
"36098","35"
"36099","35"
"37815","35"
"44052","35"
"47616","35"
"58134","35"
"63908","35"
"64720","35"
"43","36"
"83","36"
"113","36"
"192","36"
"257","36"
"342","36"
"392","36"
"585","36"
"1297","36"
"1486","36"
"1491","36"
"1811","36"
"4333","36"
"5078","36"
"14961","36"
"17927","36"
"17928","36"
"22296","36"
"35247","36"
"37618","36"
"60407","36"
"44","37"
"48","37"
"828","37"
"1441","37"
"2235","37"
"2523","37"
"2794","37"
"4407","37"
"4795","37"
"8445","37"
"9761","37"
"9762","37"
"13372","37"
"22034","37"
"22853","37"
"26153","37"
"36056","37"
"41679","37"
"42498","37"
"54733","37"
"61356","37"
"45","38"
"107","38"
"194","38"
"229","38"
"679","38"
"4141","38"
"9460","38"
"13515","38"
"14999","38"
"25676","38"
"27809","38"
"38940","38"
"40095","38"
"44773","38"
"50931","38"
"59511","38"
"46","39"
"62","39"
"252","39"
"571","39"
"572","39"
"786","39"
"789","39"
"800","39"
"1568","39"
"1703","39"
"1704","39"
"2056","39"
"2919","39"
"2930","39"
"3494","39"
"4275","39"
"4304","39"
"7643","39"
"8644","39"
"19523","39"
"24252","39"
"25676","39"
"25704","39"
"27271","39"
"35450","39"
"44080","39"
"44818","39"
"48251","39"
"48252","39"
"50044","39"
"52804","39"
"53952","39"
"56894","39"
"47","40"
"788","40"
"2775","40"
"3390","40"
"3391","40"
"4395","40"
"5282","40"
"10554","40"
"11518","40"
"11557","40"
"11949","40"
"12064","40"
"12151","40"
"13827","40"
"14181","40"
"14835","40"
"15440","40"
"20542","40"
"26697","40"
"33799","40"
"36806","40"
"45217","40"
"50719","40"
"53776","40"
"53777","40"
"54575","40"
"62583","40"
"63452","40"
"49","41"
"89","41"
"90","41"
"1677","41"
"2271","41"
"3479","41"
"4117","41"
"4423","41"
"6390","41"
"27885","41"
"31282","41"
"31756","41"
"31757","41"
"47485","41"
"47486","41"
"50","42"
"635","42"
"797","42"
"2313","42"
"2472","42"
"2630","42"
"3954","42"
"4033","42"
"30498","42"
"39654","42"
"51","43"
"22818","43"
"53","44"
"999","44"
"3472","44"
"17809","44"
"32381","44"
"37708","44"
"54537","44"
"55","45"
"1055","45"
"6694","45"
"19932","45"
"29909","45"
"57","46"
"213","46"
"2162","46"
"2718","46"
"58","47"
"7475","47"
"10528","47"
"18160","47"
"20559","47"
"22072","47"
"45311","47"
"59","48"
"1007","48"
"12461","48"
"25038","48"
"25039","48"
"26209","48"
"60","49"
"465","49"
"866","49"
"959","49"
"2262","49"
"2440","49"
"2441","49"
"2927","49"
"2978","49"
"12218","49"
"22745","49"
"26337","49"
"36376","49"
"37999","49"
"47536","49"
"57131","49"
"61","50"
"228","50"
"487","50"
"795","50"
"2120","50"
"2442","50"
"2597","50"
"2743","50"
"2789","50"
"2974","50"
"3065","50"
"6911","50"
"13644","50"
"15770","50"
"48251","50"
"63877","50"
"64","51"
"71","51"
"72","51"
"3488","51"
"3701","51"
"4575","51"
"5052","51"
"8189","51"
"17277","51"
"30621","51"
"34761","51"
"42547","51"
"48240","51"
"53698","51"
"56470","51"
"58014","51"
"59777","51"
"66","52"
"1453","52"
"1483","52"
"1484","52"
"7066","52"
"8005","52"
"13874","52"
"19713","52"
"28307","52"
"33365","52"
"41704","52"
"67","53"
"147","53"
"344","53"
"508","53"
"761","53"
"822","53"
"841","53"
"1262","53"
"1413","53"
"1842","53"
"2144","53"
"2332","53"
"2933","53"
"3424","53"
"3810","53"
"3956","53"
"13907","53"
"14184","53"
"16072","53"
"16449","53"
"16660","53"
"18665","53"
"19133","53"
"20239","53"
"24020","53"
"34766","53"
"39658","53"
"41325","53"
"45394","53"
"48251","53"
"50705","53"
"61883","53"
"68","54"
"519","54"
"763","54"
"1181","54"
"1685","54"
"2582","54"
"3525","54"
"3745","54"
"3891","54"
"16090","54"
"16869","54"
"21712","54"
"22136","54"
"32181","54"
"34485","54"
"45311","54"
"70","55"
"371","55"
"612","55"
"816","55"
"886","55"
"987","55"
"2533","55"
"2807","55"
"3663","55"
"4076","55"
"9311","55"
"73","56"
"74","56"
"75","56"
"88","56"
"843","56"
"22795","56"
"41720","56"
"76","57"
"82","57"
"638","57"
"1097","57"
"1912","57"
"2342","57"
"2565","57"
"2876","57"
"4058","57"
"4109","57"
"5108","57"
"9510","57"
"24253","57"
"44710","57"
"77","58"
"108","58"
"8693","58"
"15736","58"
"34502","58"
"38275","58"
"48105","58"
"78","59"
"712","59"
"756","59"
"1024","59"
"1332","59"
"2333","59"
"2334","59"
"8983","59"
"8984","59"
"8985","59"
"8986","59"
"8987","59"
"8988","59"
"8989","59"
"23852","59"
"25406","59"
"27714","59"
"31357","59"
"31652","59"
"34548","59"
"42056","59"
"44949","59"
"52145","59"
"79","60"
"1615","60"
"1651","60"
"3027","60"
"3854","60"
"4705","60"
"6869","60"
"6879","60"
"10844","60"
"12274","60"
"18061","60"
"39005","60"
"80","61"
"91","61"
"197","61"
"208","61"
"259","61"
"260","61"
"1181","61"
"1679","61"
"1790","61"
"2024","61"
"3661","61"
"3979","61"
"4182","61"
"4261","61"
"4492","61"
"11518","61"
"13718","61"
"22259","61"
"34523","61"
"49187","61"
"51556","61"
"63911","61"
"81","62"
"339","62"
"477","62"
"1285","62"
"1334","62"
"1650","62"
"1711","62"
"1727","62"
"2712","62"
"2884","62"
"2887","62"
"2888","62"
"2912","62"
"3428","62"
"3441","62"
"3521","62"
"3636","62"
"3990","62"
"4028","62"
"4119","62"
"7182","62"
"7877","62"
"9833","62"
"10668","62"
"12121","62"
"14793","62"
"17449","62"
"20239","62"
"21442","62"
"28091","62"
"32183","62"
"35217","62"
"38222","62"
"42984","62"
"45878","62"
"52266","62"
"59277","62"
"84","63"
"85","63"
"86","63"
"188","63"
"500","63"
"501","63"
"502","63"
"664","63"
"2149","63"
"3093","63"
"3094","63"
"3662","63"
"10764","63"
"15012","63"
"16974","63"
"25374","63"
"49465","63"
"60505","63"
"87","64"
"4504","64"
"5292","64"
"5685","64"
"6179","64"
"9634","64"
"10020","64"
"10303","64"
"24308","64"
"39535","64"
"92","65"
"94","65"
"26023","65"
"27585","65"
"28826","65"
"93","66"
"867","66"
"2470","66"
"2585","66"
"2765","66"
"2766","66"
"3071","66"
"3866","66"
"4276","66"
"9755","66"
"95","67"
"6004","67"
"14123","67"
"16548","67"
"16549","67"
"29080","67"
"97","68"
"1638","68"
"8235","68"
"98","69"
"1001","69"
"1610","69"
"1611","69"
"2548","69"
"3437","69"
"8108","69"
"8887","69"
"9188","69"
"10197","69"
"19163","69"
"22390","69"
"35952","69"
"44539","69"
"99","70"
"100","71"
"227","71"
"265","71"
"450","71"
"838","71"
"1447","71"
"2402","71"
"3341","71"
"3422","71"
"4185","71"
"8407","71"
"11518","71"
"14373","71"
"14835","71"
"15329","71"
"15465","71"
"17002","71"
"23708","71"
"28072","71"
"32876","71"
"34161","71"
"35669","71"
"38915","71"
"40133","71"
"47306","71"
"61388","71"
"63049","71"
"102","72"
"860","72"
"907","72"
"1513","72"
"104","73"
"2437","73"
"6367","73"
"8038","73"
"13425","73"
"33225","73"
"105","74"
"334","74"
"2605","74"
"2817","74"
"2818","74"
"3372","74"
"4105","74"
"5709","74"
"8046","74"
"11402","74"
"18701","74"
"41341","74"
"58916","74"
"106","75"
"775","75"
"972","75"
"12440","75"
"22863","75"
"23214","75"
"39590","75"
"41326","75"
"50763","75"
"62000","75"
"109","76"
"2675","76"
"5707","76"
"12929","76"
"15059","76"
"19903","76"
"37773","76"
"110","77"
"206","77"
"849","77"
"1891","77"
"2739","77"
"2831","77"
"3674","77"
"25191","77"
"36962","77"
"47732","77"
"54728","77"
"60388","77"
"111","78"
"516","78"
"21486","78"
"25328","78"
"25738","78"
"25759","78"
"25800","78"
"25802","78"
"25804","78"
"25805","78"
"25806","78"
"25969","78"
"26006","78"
"27054","78"
"27056","78"
"27581","78"
"27582","78"
"27583","78"
"27808","78"
"27993","78"
"28234","78"
"28252","78"
"28261","78"
"29117","78"
"29665","78"
"29666","78"
"29667","78"
"29668","78"
"29716","78"
"29717","78"
"29718","78"
"29719","78"
"29720","78"
"29814","78"
"29951","78"
"29952","78"
"30024","78"
"30054","78"
"30060","78"
"30078","78"
"30897","78"
"32260","78"
"32261","78"
"39322","78"
"111","79"
"27581","79"
"29718","79"
"29951","79"
"30054","79"
"32261","79"
"39322","79"
"112","80"
"114","80"
"130","80"
"310","80"
"311","80"
"738","80"
"752","80"
"980","80"
"1117","80"
"2397","80"
"2398","80"
"3376","80"
"3955","80"
"5569","80"
"5757","80"
"6251","80"
"6632","80"
"10821","80"
"11083","80"
"11534","80"
"12549","80"
"12599","80"
"15497","80"
"19426","80"
"20745","80"
"24282","80"
"25095","80"
"41340","80"
"45462","80"
"47559","80"
"47960","80"
"53119","80"
"54103","80"
"58053","80"
"60242","80"
"63335","80"
"115","81"
"614","81"
"615","81"
"2863","81"
"4518","81"
"14439","81"
"22272","81"
"29051","81"
"64409","81"
"117","82"
"3055","82"
"3416","82"
"14120","82"
"30412","82"
"38744","82"
"63094","82"
"119","83"
"428","83"
"709","83"
"985","83"
"2176","83"
"3047","83"
"4408","83"
"4816","83"
"13671","83"
"17065","83"
"19131","83"
"29228","83"
"29605","83"
"30630","83"
"37224","83"
"47801","83"
"120","84"
"2824","84"
"2839","84"
"121","85"
"10669","85"
"123","86"
"4210","86"
"5155","86"
"14995","86"
"22767","86"
"26657","86"
"28516","86"
"32886","86"
"36211","86"
"50612","86"
"52937","86"
"128","87"
"2798","87"
"3863","87"
"4225","87"
"4520","87"
"11869","87"
"131","88"
"132","88"
"3197","88"
"10490","88"
"37983","88"
"135","89"
"3381","89"
"3900","89"
"4373","89"
"4863","89"
"9080","89"
"32089","89"
"41287","89"
"136","90"
"137","90"
"2227","90"
"138","91"
"677","91"
"1384","91"
"4338","91"
"22437","91"
"22452","91"
"27868","91"
"33404","91"
"45674","91"
"52687","91"
"60164","91"
"139","92"
"569","92"
"648","92"
"1048","92"
"3780","92"
"12700","92"
"20609","92"
"20911","92"
"36727","92"
"48251","92"
"58315","92"
"140","93"
"2077","93"
"8372","93"
"12114","93"
"16430","93"
"22887","93"
"141","94"
"601","94"
"606","94"
"1343","94"
"2182","94"
"2183","94"
"9720","94"
"27843","94"
"40219","94"
"48252","94"
"54773","94"
"143","95"
"414","95"
"823","95"
"824","95"
"3474","95"
"37376","95"
"144","96"
"145","96"
"5269","96"
"5490","96"
"5539","96"
"5681","96"
"146","97"
"1208","97"
"1209","97"
"4199","97"
"148","98"
"149","98"
"556","98"
"18772","98"
"150","99"
"2438","99"
"5099","99"
"17188","99"
"22901","99"
"28359","99"
"39107","99"
"151","100"
"13768","100"
"15063","100"
"17455","100"
"152","101"
"2329","101"
"3430","101"
"11843","101"
"14989","101"
"153","102"
"2500","102"
"10281","102"
"154","103"
"183","103"
"829","103"
"1395","103"
"1397","103"
"10787","103"
"11109","103"
"155","104"
"163","104"
"288","104"
"341","104"
"353","104"
"375","104"
"380","104"
"565","104"
"628","104"
"825","104"
"1327","104"
"10657","104"
"156","105"
"157","105"
"452","105"
"5344","105"
"15592","105"
"23502","105"
"23565","105"
"26412","105"
"32838","105"
"35423","105"
"36627","105"
"47177","105"
"51747","105"
"52081","105"
"60053","105"
"159","106"
"160","106"
"202","106"
"400","106"
"467","106"
"1323","106"
"7397","106"
"8179","106"
"8785","106"
"11770","106"
"20518","106"
"20519","106"
"64520","106"
"64521","106"
"162","107"
"28963","107"
"28964","107"
"164","108"
"2461","108"
"26287","108"
"166","109"
"1382","109"
"13577","109"
"167","110"
"6063","110"
"37905","110"
"44179","110"
"169","111"
"170","112"
"437","112"
"592","112"
"593","112"
"901","112"
"902","112"
"1252","112"
"1338","112"
"2083","112"
"2526","112"
"3803","112"
"4367","112"
"6670","112"
"10583","112"
"10630","112"
"13604","112"
"23571","112"
"33262","112"
"39034","112"
"39287","112"
"45919","112"
"63821","112"
"171","113"
"2395","113"
"3543","113"
"7421","113"
"12069","113"
"25689","113"
"172","114"
"7370","114"
"8625","114"
"15787","114"
"23003","114"
"30955","114"
"38165","114"
"44609","114"
"174","115"
"204","115"
"402","115"
"433","115"
"661","115"
"1741","115"
"1987","115"
"11876","115"
"176","116"
"527","116"
"550","116"
"956","116"
"1027","116"
"1028","116"
"1268","116"
"2786","116"
"3226","116"
"3484","116"
"3590","116"
"3706","116"
"9042","116"
"10594","116"
"11065","116"
"14599","116"
"21549","116"
"29648","116"
"36461","116"
"58786","116"
"61783","116"
"178","117"
"576","117"
"685","117"
"723","117"
"1437","117"
"2532","117"
"3611","117"
"3658","117"
"3922","117"
"4213","117"
"4541","117"
"8096","117"
"8097","117"
"9684","117"
"10439","117"
"12366","117"
"13544","117"
"14951","117"
"17470","117"
"20842","117"
"21699","117"
"21864","117"
"30148","117"
"30716","117"
"34611","117"
"36982","117"
"42696","117"
"43553","117"
"60348","117"
"179","118"
"179","119"
"180","120"
"1183","120"
"6822","120"
"16670","120"
"46747","120"
"62547","120"
"180","121"
"981","121"
"1119","121"
"1120","121"
"2589","121"
"8606","121"
"12513","121"
"20892","121"
"27053","121"
"36728","121"
"48054","121"
"52284","121"
"61035","121"
"181","122"
"233","122"
"586","122"
"1544","122"
"1869","122"
"2103","122"
"4342","122"
"7527","122"
"8396","122"
"9474","122"
"10267","122"
"11518","122"
"12569","122"
"14043","122"
"25289","122"
"36986","122"
"44484","122"
"57885","122"
"184","123"
"2060","123"
"2560","123"
"3401","123"
"3689","123"
"185","124"
"1705","124"
"3643","124"
"6003","124"
"6032","124"
"186","125"
"541","125"
"1971","125"
"3040","125"
"4330","125"
"187","126"
"22825","126"
"26653","126"
"189","127"
"285","127"
"423","127"
"534","127"
"558","127"
"3469","127"
"3492","127"
"4020","127"
"11518","127"
"19728","127"
"30233","127"
"41335","127"
"42292","127"
"48251","127"
"190","128"
"193","129"
"861","129"
"2178","129"
"9054","129"
"9179","129"
"9196","129"
"10829","129"
"10830","129"
"15301","129"
"15980","129"
"15981","129"
"16032","129"
"16295","129"
"21042","129"
"23859","129"
"23866","129"
"24476","129"
"24827","129"
"28867","129"
"29759","129"
"31339","129"
"32967","129"
"35306","129"
"35968","129"
"40675","129"
"42192","129"
"42193","129"
"48251","129"
"64181","129"
"195","130"
"198","130"
"988","130"
"16869","130"
"22197","130"
"46765","130"
"196","131"
"2976","131"
"4856","131"
"5408","131"
"5659","131"
"12067","131"
"12509","131"
"18019","131"
"20884","131"
"23954","131"
"30993","131"
"34394","131"
"34792","131"
"199","132"
"559","132"
"815","132"
"18497","132"
"200","133"
"328","133"
"1862","133"
"64772","133"
"201","134"
"338","134"
"862","134"
"955","134"
"4063","134"
"203","135"
"672","135"
"2337","135"
"4339","135"
"4905","135"
"11739","135"
"23287","135"
"41782","135"
"207","136"
"251","136"
"1669","136"
"43429","136"
"209","137"
"714","137"
"6931","137"
"21824","137"
"210","138"
"211","138"
"358","138"
"1589","138"
"1684","138"
"4029","138"
"17611","138"
"22349","138"
"212","139"
"1150","139"
"1448","139"
"7383","139"
"22784","139"
"25484","139"
"36455","139"
"215","140"
"589","140"
"610","140"
"1399","140"
"8466","140"
"26222","140"
"26781","140"
"26782","140"
"26783","140"
"216","141"
"1020","141"
"1261","141"
"1697","141"
"1698","141"
"4194","141"
"4445","141"
"8081","141"
"9462","141"
"11055","141"
"13802","141"
"14407","141"
"14416","141"
"14557","141"
"14937","141"
"14940","141"
"14942","141"
"15036","141"
"15075","141"
"15652","141"
"15776","141"
"25299","141"
"29396","141"
"40243","141"
"44454","141"
"47507","141"
"54487","141"
"56365","141"
"56918","141"
"58215","141"
"61404","141"
"217","142"
"345","142"
"542","142"
"857","142"
"1818","142"
"2308","142"
"2815","142"
"4095","142"
"6216","142"
"9324","142"
"9528","142"
"10310","142"
"14184","142"
"15354","142"
"21701","142"
"218","143"
"243","143"
"595","143"
"619","143"
"1653","143"
"2226","143"
"8407","143"
"17963","143"
"27595","143"
"39898","143"
"41027","143"
"45742","143"
"49053","143"
"49054","143"
"219","144"
"3735","144"
"4573","144"
"6008","144"
"14424","144"
"15091","144"
"16548","144"
"23729","144"
"33114","144"
"36682","144"
"41481","144"
"51005","144"
"220","145"
"859","145"
"1303","145"
"2603","145"
"3157","145"
"3322","145"
"21622","145"
"49070","145"
"221","146"
"240","146"
"290","146"
"627","146"
"48251","146"
"222","147"
"532","147"
"835","147"
"30951","147"
"46889","147"
"51056","147"
"223","148"
"4313","148"
"6115","148"
"7530","148"
"22180","148"
"26455","148"
"27622","148"
"224","149"
"2811","149"
"225","150"
"602","150"
"2411","150"
"3265","150"
"20837","150"
"36804","150"
"39425","150"
"46326","150"
"60369","150"
"62620","150"
"226","151"
"15507","151"
"34722","151"
"36540","151"
"56126","151"
"230","152"
"9260","152"
"20474","152"
"42369","152"
"51574","152"
"232","153"
"2627","153"
"2940","153"
"7129","153"
"7368","153"
"8812","153"
"18581","153"
"236","154"
"920","154"
"1073","154"
"2147","154"
"2375","154"
"2623","154"
"3288","154"
"4867","154"
"5737","154"
"31710","154"
"33523","154"
"42843","154"
"237","155"
"44748","155"
"44749","155"
"238","156"
"340","156"
"2105","156"
"2107","156"
"7762","156"
"21085","156"
"25261","156"
"31709","156"
"239","157"
"1706","157"
"2080","157"
"2165","157"
"2166","157"
"19128","157"
"24092","157"
"28672","157"
"29304","157"
"39143","157"
"41454","157"
"52390","157"
"55888","157"
"241","158"
"11664","158"
"18471","158"
"30257","158"
"30503","158"
"41882","158"
"242","159"
"16869","159"
"34928","159"
"36145","159"
"37169","159"
"41947","159"
"244","160"
"245","161"
"13169","161"
"17515","161"
"246","162"
"1510","162"
"1620","162"
"35681","162"
"50516","162"
"247","163"
"3330","163"
"248","164"
"4003","164"
"32692","164"
"53561","164"
"57065","164"
"62916","164"
"250","165"
"359","165"
"2945","165"
"4130","165"
"4175","165"
"4235","165"
"4453","165"
"5080","165"
"7635","165"
"10909","165"
"251","166"
"251","167"
"4481","167"
"7158","167"
"7159","167"
"7160","167"
"7161","167"
"8077","167"
"21077","167"
"30980","167"
"31454","167"
"45635","167"
"253","168"
"5813","168"
"7891","168"
"8937","168"
"9449","168"
"40566","168"
"52297","168"
"253","169"
"5813","169"
"7891","169"
"8937","169"
"9449","169"
"40566","169"
"52297","169"
"254","170"
"5329","170"
"6573","170"
"20061","170"
"30964","170"
"38626","170"
"58933","170"
"255","171"
"44463","171"
"256","172"
"277","172"
"1064","172"
"2458","172"
"4120","172"
"4491","172"
"10011","172"
"10477","172"
"16869","172"
"33068","172"
"40648","172"
"42691","172"
"47333","172"
"60298","172"
"60299","172"
"258","173"
"1181","173"
"1520","173"
"1521","173"
"1522","173"
"3129","173"
"4039","173"
"4106","173"
"4335","173"
"4689","173"
"6699","173"
"9135","173"
"13009","173"
"13591","173"
"24512","173"
"261","174"
"391","174"
"549","174"
"1420","174"
"2434","174"
"2457","174"
"3039","174"
"3224","174"
"3619","174"
"4107","174"
"9448","174"
"10006","174"
"10595","174"
"11769","174"
"25387","174"
"33305","174"
"33340","174"
"39585","174"
"45475","174"
"52265","174"
"262","175"
"332","175"
"447","175"
"1135","175"
"2009","175"
"2648","175"
"2952","175"
"11208","175"
"39701","175"
"263","176"
"621","176"
"766","176"
"971","176"
"2713","176"
"3307","176"
"4414","176"
"7638","176"
"7723","176"
"8399","176"
"8407","176"
"8644","176"
"8685","176"
"9264","176"
"10305","176"
"10310","176"
"11120","176"
"11908","176"
"14835","176"
"15129","176"
"17835","176"
"18682","176"
"20239","176"
"21876","176"
"22354","176"
"25775","176"
"31005","176"
"34941","176"
"36086","176"
"38307","176"
"40029","176"
"46443","176"
"47112","176"
"51072","176"
"54869","176"
"264","177"
"331","177"
"646","177"
"1512","177"
"1673","177"
"2145","177"
"2495","177"
"3081","177"
"3659","177"
"8554","177"
"13102","177"
"13158","177"
"14142","177"
"14234","177"
"17759","177"
"21536","177"
"24966","177"
"29379","177"
"266","178"
"831","178"
"908","178"
"1011","178"
"1957","178"
"2361","178"
"2881","178"
"3045","178"
"6872","178"
"8275","178"
"9787","178"
"14835","178"
"21298","178"
"24600","178"
"26246","178"
"32103","178"
"40459","178"
"42843","178"
"58625","178"
"268","179"
"819","179"
"820","179"
"2277","179"
"2591","179"
"2680","179"
"3459","179"
"14108","179"
"15914","179"
"19618","179"
"19652","179"
"20527","179"
"28814","179"
"44896","179"
"269","180"
"1195","180"
"1976","180"
"2692","180"
"3382","180"
"3407","180"
"3783","180"
"9395","180"
"17328","180"
"270","181"
"1928","181"
"4337","181"
"8493","181"
"22534","181"
"271","182"
"10743","182"
"17610","182"
"22348","182"
"272","183"
"1690","183"
"2689","183"
"3959","183"
"4297","183"
"5334","183"
"30645","183"
"33209","183"
"273","184"
"32282","184"
"39006","184"
"51628","184"
"58060","184"
"274","185"
"372","185"
"577","185"
"1795","185"
"2520","185"
"2644","185"
"3675","185"
"26827","185"
"38109","185"
"44633","185"
"275","186"
"436","186"
"528","186"
"561","186"
"655","186"
"662","186"
"913","186"
"997","186"
"1017","186"
"8465","186"
"11518","186"
"13756","186"
"14372","186"
"14835","186"
"14935","186"
"23803","186"
"29481","186"
"30504","186"
"35347","186"
"48251","186"
"48593","186"
"62228","186"
"63948","186"
"64236","186"
"64502","186"
"64503","186"
"276","187"
"1694","187"
"2642","187"
"11098","187"
"14628","187"
"17659","187"
"20521","187"
"278","188"
"495","188"
"1419","188"
"18876","188"
"27762","188"
"29419","188"
"279","189"
"686","189"
"696","189"
"1196","189"
"10632","189"
"24695","189"
"280","190"
"537","190"
"538","190"
"1245","190"
"9351","190"
"22992","190"
"25290","190"
"281","191"
"282","191"
"805","191"
"874","191"
"941","191"
"1414","191"
"1461","191"
"2207","191"
"3004","191"
"3564","191"
"3601","191"
"3632","191"
